ITEM,NAME,DATA
4612,- Կապիտալ դրամաշնորհներ օտարերկրյա  կառավարություններին,2020
4620,Դրամաշնորհներ միջազգային  կազմակերպություններին,2020
4621,- Ընթացիկ դրամաշնորհներ միջազգային կազմակերպություններին,2020
4622,- Կապիտալ դրամաշնորհներ միջազգային  կազմակերպություններին,2020
4630,Ընթացիկ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2020
4631,- Ընթացիկ դրամաշնորհներ պետական կառավարման հատվածին,2020
4632,- Ընթացիկ սուբվենցիաներ համայնքներին,2020
4633,- Պետական բյուջեից համայնքների բյուջեներին ֆինանսական  համահարթեցման սկզբունքով տրվող դոտացիաներ,2020
4634,"- Օրենքների կիրարկման արդյունքում համայնքների բյուջեների կորուստների փոխհատուցում
",2020
4635,- Այլ ընթացիկ դրամաշնորհներ համայնքներին,2020
4636,"- Ընթացիկ դրամաշնորհներ Սոցիալական ապահովագրության պետական հիմնադրամին
",2020
4637,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին,2020
4638,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին,2020
4639,- Այլ ընթացիկ դրամաշնորհներ,2020
4650,Կապիտալ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2020
4651,"- Կապիտալ դրամաշնորհներ պետական կառավարման հատվածին
",2020
4652,"- Կապիտալ սուբվենցիաներ համայնքներին
",2020
4653,"- Այլ կապիտալ դրամաշնորհներ համայնքներին
",2020
4654,"- Կապիտալ դրամաշնորհներ  Սոցիալական ապահովագրության պետական հիմնադրամին
",2020
4655,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին
",2020
4656,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին
",2020
4657,"- Այլ կապիտալ դրամաշնորհներ
",2020
4710,"Սոցիալական ապահովության նպաստներ (պարտադիր սոցիալական ապահովագրության կազմակերպություններ)
",2020
4711,"- Տնային տնտեսություններին դրամով վճարվող սոցիալական ապահովագրության վճարներ
",2020
4712,"- Սոցիալական ապահովության բնեղեն նպաստներ ծառայություններ մատուցողներին
",2020
4720,Սոցիալական օգնության դրամական արտահայտությամբ նպաստներ (բյուջեից),2020
4721,- Հիվանդության եւ հաշմանդամության նպաստներ բյուջեից,2020
4722,- Մայրության նպաստներ բյուջեից,2020
4723,- Երեխաների կամ ընտանեկան նպաստներ բյուջեից,2020
4724,- Գործազրկության նպաստներ բյուջեից,2020
4725,- Կենսաթոշակի անցնելու հետ կապված  եւ տարիքային նպաստներ բյուջեից,2020
4726,- Հուղարկավորության նպաստներ բյուջեից,2020
4727,"- Կրթական, մշակութային եւ սպորտային նպաստներ բյուջեից",2020
4728,"- Բնակարանային նպաստներ բյուջեից
",2020
4729,- Այլ նպաստներ բյուջեից,2020
4740,Կենսաթոշակներ,2020
4741,- Կենսաթոշակներ,2020
4750,Սոցիալական ապահովության միջոցառումների իրականացման նպատակով աշխատողներին առաջարկվող սոցիալական փաթեթի ծառայությունների գծով ծախսեր,2020
4751,Բժշկական ապահովագրություն,2020
4752,Հիփոթեքային վարկի ամսական վճարի մարում,2020
4753,Ուսման վճարների փոխհատուցում,2020
4754,Հանգստի ծախսերի փոխհատուցում,2020
4810,Նվիրատվություններ ոչ կառավարչական (հասարակական) կազմակերպություններին,2020
4811,"- Տնային տնտեսություններին ծառայություններ մատուցող` շահույթ չհետապնդող կազմակերպություններին նվիրատվություններ
",2020
4819,"- Նվիրատվություններ այլ շահույթ չհետապնդող կազմակերպություններին
",2020
4820,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2020
4821,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2020
4822,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2020
4823,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2020
4824,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2020
4830,Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ,2020
4831,"- Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ
",2020
4840,"Բնական աղետներից կամ այլ բնական պատճառներով առաջացած վնասների կամ վնասվածքների վերականգնում
",2020
4841,"- Բնական աղետներից առաջացած վնասվածքների կամ վնասների վերականգնում
",2020
4842,"- Այլ բնական պատճառներով ստացած վնասվածքների վերականգնում
",2020
4850,"Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասների  կամ վնասվածքների վերականգնում
",2020
4851,"- Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասվածքների կամ վնասների վերականգնում
",2020
4860,Այլ ծախսեր,2020
4861,"- Այլ ծախսեր
",2020
4890,Պահուստային միջոցներ,2020
4891," - Պահուստային միջոցներ
",2020
5110,ՇԵՆՔԵՐ ԵՎ ՇԻՆՈՒԹՅՈՒՆՆԵՐ,2020
5111,- Շենքերի եւ շինությունների ձեռքբերում,2020
5112,- Շենքերի եւ շինությունների շինարարություն,2020
5113,- Շենքերի եւ շինությունների կապիտալ վերանորոգում,2020
5120,"ՄԵՔԵՆԱՆԵՐԻ  ԵՎ  ՍԱՐՔԱՎՈՐՈՒՄՆԵՐԻ ՁԵՌՔԲԵՐՈՒՄ, ՊԱՀՊԱՆՈՒՄ  ԵՎ  ՀԻՄՆԱՆՈՐՈԳՈՒՄ",2020
5121,- Տրանսպորտային սարքավորումներ,2020
5122,- Վարչական սարքավորումներ,2020
5129,- Այլ մեքենաներ եւ սարքավորումներ,2020
5130,ԱՅԼ ՀԻՄՆԱԿԱՆ ՄԻՋՈՑՆԵՐ,2020
5131,- Աճեցվող ակտիվներ,2020
5132,- Ոչ նյութական հիմնական միջոցներ,2020
5133,- Գեոդեզիական-քարտեզագրական ծախսեր,2020
5134,- Նախագծահետազոտական ծախսեր,2020
5135,- Ոչ ֆինանսական ակտիվների գծով ծախսեր,2020
5210,ՌԱԶՄԱՎԱՐԱԿԱՆ ՊԱՇԱՐՆԵՐ,2020
5211,"- Ռազմավարական պաշարներ
",2020
5220,ԱՐՏԱԴՐԱԿԱՆ ՆՇԱՆԱԿՈՒԹՅԱՆ ՊԱՇԱՐՆԵՐ,2020
5221,"- Նյութեր եւ պարագաներ
",2020
5230,"ՎԵՐԱՎԱՃԱՌՔԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՊՐԱՆՔՆԵՐ
",2020
5231,"- Վերավաճառքի համար նախատեսված ապրանքներ
",2020
5240,"ՍՊԱՌՄԱՆ ՆՊԱՏԱԿՈՎ ՊԱՀՎՈՂ ՊԱՇԱՐՆԵՐ
",2020
5241,"- Սպառման նպատակով պահվող պաշարներ
",2020
5310,"Բարձրարժեք ակտիվներ
",2020
5311,"- Բարձրարժեք  ակտիվներ
",2020
5410,"ՀՈՂ
",2020
5411," - Հող
",2020
5420,"ԸՆԴԵՐՔԱՅԻՆ ԱԿՏԻՎՆԵՐ
",2020
5421,"- Ընդերքային ակտիվներ
",2020
5430,"ԱՅԼ ԲՆԱԿԱՆ ԾԱԳՈՒՄ ՈՒՆԵՑՈՂ ԱԿՏԻՎՆԵՐ
",2020
5431,"- Այլ բնական ծագում ունեցող ակտիվներ
",2020
5440,"ՈՉ ՆՅՈՒԹԱԿԱՆ ՈՉ ԱՐՏԱԴՐԱԿԱՆ ԱԿՏԻՎՆԵՐ
",2020
5441,"- Ոչ նյութական ոչ արտադրական ակտիվներ
",2020
5999,"- Հաշվանցումներ` ոչ ֆինանսական ակտիվների գծով ծախսեր
",2020
6110,Ներքին փոխառու միջոցների հիմնական գումարի մարում,2020
6111,Ներքին արժեթղթերի (բացառությամբ բաժնետոմսերից) հիմնական գումարի մարում,2020
6112,Վարկերի եվ փոխառությունների հիմնական գումարի մարում,2020
6113,ստացված փոխատվությունների գումարի մարում,2020
6119,Ներքին պետական պարտքի ճշգրտում,2020
6120,Արտաքին փոխառու միջոցների հիմնական գումարի մարում,2020
6121,Արտաքին արժեթղթերի (բացի բաժնետոմսերից) հիմնական գումարի մարում,2020
6122,Արտաքին վարկերի հիմնական գումարի մարում,2020
6123,Արտաքին աղբյուրներից ստացված փոխատվության գումարի մարում,2020
6129,Արտաքին պետական պարտքի ճշգրտում,2020
6210,Ներքին ֆինանսական ակտիվների ձեռք բերում,2020
6211,Ներքին արժեթղթերի ձեռքբերում` բացի բաժնետոմսերից,2020
6212,Ներքին վարկեր եվ փոխատվություններ,2020
6213,Ներքին բաժնետոմսերի եվ այլ մասնաբաժինների ձեռքբերում,2020
6220,Արտաքին ֆինանսական ակտիվների ձեռքբերում,2020
6221,Արտաքին արժեթղթերի ձեռքբերում(բացի բաժնետոմսերից),2020
6222,Վարկեր այլ պետությունների կառավարություններին եվ կազմակերպություններին,2020
6223,Արտաքին բաժնետոմսերի եվ այլ կապիտալի ձեռքբերում,2020
6501,"Ոչ ֆինանսական ակտիվների օտարումից մուտքերի ստացում
",2020
6502,"Հողի օտարումից  միջոցների ստացում
",2020
6503,Պաշարների իրացումից մուտքեր,2020
6999,Հաշվանցումներ` հիմնական գումարի մարումների եվ ֆինանսական ակտիվների ձեռք բերման գծով ծախսեր,2020
7777,Բանկերից վերադարձված գումարներ,2020
9999,ԾԻԳ-ի մնացորդի վերադարձ,2020
