ITEM,NAME,DATA
4261,"- Գրասենյակային նյութեր եւ հագուստ
",2019
4262,"- Գյուղատնտեսական ապրանքներ
",2019
4263,"- Վերապատրաստման եւ ուսուցման նյութեր (աշխատողների զարգացման)
",2019
4264,"- Տրանսպորտային նյութեր
",2019
4265,"- Շրջակա միջավայրի պաշտպանության եւ գիտական նյութեր
",2019
4266,- Առողջապահական եւ լաբորատոր նյութեր,2019
4267,"- Կենցաղային եւ հանրային սննդի նյութեր
",2019
4269,"- Հատուկ նպատակային այլ նյութեր
",2019
4410,- Ներքին տոկոսավճարներ,2019
4411,"- Ներքին արժեթղթերի տոկոսավճարներ
",2019
4412,"- Ներքին վարկերի տոկոսավճարներ
",2019
4420,- Արտաքին տոկոսավճարներ,2019
4421,"- Արտաքին արժեթղթերի գծով տոկոսավճարներ
",2019
4422,"- Արտաքին վարկերի գծով տոկոսավճարներ
",2019
4430,"- Փոխառությունների հետ կապված վճարներ
",2019
4431,"- Փոխանակման կուրսերի բացասական տարբերություն
",2019
4432,"- Տույժեր
",2019
4433,"- Փոխառությունների գծով տուրքեր
",2019
4510,Սուբսիդիաներ պետական կազմակերպություններին,2019
4511,"- Սուբսիդիաներ ոչ ֆինանսական պետական կազմակերպություններին
",2019
4512,"- Սուբսիդիաներ  ֆինանսական պետական կազմակերպություններին
",2019
4520,Սուբսիդիաներ ոչ պետական կազմակերպություններին,2019
4521,"- Սուբսիդիաներ ոչ  պետական ոչ ֆինանսական կազմակերպություններին
",2019
4522,"- Սուբսիդիաներ ոչ պետական ֆինանսական կազմակերպություններին
",2019
4610,Դրամաշնորհներ օտարերկրյա կառավարություններին,2019
4611,- Ընթացիկ դրամաշնորհներ օտարերկրյա կառավարություններին,2019
4612,- Կապիտալ դրամաշնորհներ օտարերկրյա  կառավարություններին,2019
4620,Դրամաշնորհներ միջազգային  կազմակերպություններին,2019
4621,- Ընթացիկ դրամաշնորհներ միջազգային կազմակերպություններին,2019
4622,- Կապիտալ դրամաշնորհներ միջազգային  կազմակերպություններին,2019
4630,Ընթացիկ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2019
4631,- Ընթացիկ դրամաշնորհներ պետական կառավարման հատվածին,2019
4632,- Ընթացիկ սուբվենցիաներ համայնքներին,2019
4633,- Պետական բյուջեից համայնքների բյուջեներին ֆինանսական  համահարթեցման սկզբունքով տրվող դոտացիաներ,2019
4634,"- Օրենքների կիրարկման արդյունքում համայնքների բյուջեների կորուստների փոխհատուցում
",2019
4635,- Այլ ընթացիկ դրամաշնորհներ համայնքներին,2019
4636,"- Ընթացիկ դրամաշնորհներ Սոցիալական ապահովագրության պետական հիմնադրամին
",2019
4637,- Ընթացիկ դրամաշնորհներ պետական ոչ առեւտրային կազմակերպություններին,2019
4638,- Ընթացիկ դրամաշնորհներ պետական առեւտրային կազմակերպություններին,2019
4639,- Այլ ընթացիկ դրամաշնորհներ,2019
4650,Կապիտալ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2019
4651,"- Կապիտալ դրամաշնորհներ պետական կառավարման հատվածին
",2019
4652,"- Կապիտալ սուբվենցիաներ համայնքներին
",2019
4653,"- Այլ կապիտալ դրամաշնորհներ համայնքներին
",2019
4654,"- Կապիտալ դրամաշնորհներ  Սոցիալական ապահովագրության պետական հիմնադրամին
",2019
4655,"- Կապիտալ դրամաշնորհներ պետական ոչ առեւտրային կազմակերպություններին
",2019
4656,"- Կապիտալ դրամաշնորհներ պետական  առեւտրային կազմակերպություններին
",2019
4657,"- Այլ կապիտալ դրամաշնորհներ
",2019
4710,"Սոցիալական ապահովության նպաստներ (պարտադիր սոցիալական ապահովագրության կազմակերպություններ)
",2019
4711,"- Տնային տնտեսություններին դրամով վճարվող սոցիալական ապահովագրության վճարներ
",2019
4712,"- Սոցիալական ապահովության բնեղեն նպաստներ ծառայություններ մատուցողներին
",2019
4720,Սոցիալական օգնության դրամական արտահայտությամբ նպաստներ (բյուջեից),2019
4721,- Հիվանդության եւ հաշմանդամության նպաստներ բյուջեից,2019
4722,- Մայրության նպաստներ բյուջեից,2019
4723,- Երեխաների կամ ընտանեկան նպաստներ բյուջեից,2019
4724,- Գործազրկության նպաստներ բյուջեից,2019
4725,- Կենսաթոշակի անցնելու հետ կապված  եւ տարիքային նպաստներ բյուջեից,2019
4726,- Հուղարկավորության նպաստներ բյուջեից,2019
4727,"- Կրթական, մշակութային եւ սպորտային նպաստներ բյուջեից",2019
4728,"- Բնակարանային նպաստներ բյուջեից
",2019
4729,- Այլ նպաստներ բյուջեից,2019
4740,Կենսաթոշակներ,2019
4741,- Կենսաթոշակներ,2019
4750,Սոցիալական ապահովության միջոցառումների իրականացման նպատակով աշխատողներին առաջարկվող սոցիալական փաթեթի ծառայությունների գծով ծախսեր,2019
4751,Բժշկական ապահովագրություն,2019
4752,Հիփոթեքային վարկի ամսական վճարի մարում,2019
4753,Ուսման վճարների փոխհատուցում,2019
4754,Հանգստի ծախսերի փոխհատուցում,2019
4810,Նվիրատվություններ ոչ կառավարչական (հասարակական) կազմակերպություններին,2019
4811,"- Տնային տնտեսություններին ծառայություններ մատուցող` շահույթ չհետապնդող կազմակերպություններին նվիրատվություններ
",2019
4819,"- Նվիրատվություններ այլ շահույթ չհետապնդող կազմակերպություններին
",2019
4820,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2019
4821,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2019
4822,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2019
4823,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2019
4824,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2019
4830,Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ,2019
4831,"- Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ
",2019
4840,"Բնական աղետներից կամ այլ բնական պատճառներով առաջացած վնասների կամ վնասվածքների վերականգնում
",2019
4841,"- Բնական աղետներից առաջացած վնասվածքների կամ վնասների վերականգնում
",2019
4842,"- Այլ բնական պատճառներով ստացած վնասվածքների վերականգնում
",2019
4850,"Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասների  կամ վնասվածքների վերականգնում
",2019
4851,"- Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասվածքների կամ վնասների վերականգնում
",2019
4860,Այլ ծախսեր,2019
4861,"- Այլ ծախսեր
",2019
4890,Պահուստային միջոցներ,2019
4891," - Պահուստային միջոցներ
",2019
5110,ՇԵՆՔԵՐ ԵՎ ՇԻՆՈՒԹՅՈՒՆՆԵՐ,2019
5111,- Շենքերի եւ շինությունների ձեռքբերում,2019
5112,- Շենքերի եւ շինությունների շինարարություն,2019
5113,- Շենքերի եւ շինությունների կապիտալ վերանորոգում,2019
5120,"ՄԵՔԵՆԱՆԵՐԻ  ԵՎ  ՍԱՐՔԱՎՈՐՈՒՄՆԵՐԻ ՁԵՌՔԲԵՐՈՒՄ, ՊԱՀՊԱՆՈՒՄ  ԵՎ  ՀԻՄՆԱՆՈՐՈԳՈՒՄ",2019
5121,- Տրանսպորտային սարքավորումներ,2019
5122,- Վարչական սարքավորումներ,2019
5129,- Այլ մեքենաներ եւ սարքավորումներ,2019
5130,ԱՅԼ ՀԻՄՆԱԿԱՆ ՄԻՋՈՑՆԵՐ,2019
5131,- Աճեցվող ակտիվներ,2019
5132,- Ոչ նյութական հիմնական միջոցներ,2019
5133,- Գեոդեզիական-քարտեզագրական ծախսեր,2019
5134,- Նախագծահետազոտական ծախսեր,2019
5135,- Ոչ ֆինանսական ակտիվների գծով ծախսեր,2019
5210,ՌԱԶՄԱՎԱՐԱԿԱՆ ՊԱՇԱՐՆԵՐ,2019
5211,"- Ռազմավարական պաշարներ
",2019
5220,ԱՐՏԱԴՐԱԿԱՆ ՆՇԱՆԱԿՈՒԹՅԱՆ ՊԱՇԱՐՆԵՐ,2019
5221,"- Նյութեր եւ պարագաներ
",2019
5230,"ՎԵՐԱՎԱՃԱՌՔԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՊՐԱՆՔՆԵՐ
",2019
5231,"- Վերավաճառքի համար նախատեսված ապրանքներ
",2019
5240,"ՍՊԱՌՄԱՆ ՆՊԱՏԱԿՈՎ ՊԱՀՎՈՂ ՊԱՇԱՐՆԵՐ
",2019
5241,"- Սպառման նպատակով պահվող պաշարներ
",2019
5310,"Բարձրարժեք ակտիվներ
",2019
5311,"- Բարձրարժեք  ակտիվներ
",2019
5410,"ՀՈՂ
",2019
5411," - Հող
",2019
5420,"ԸՆԴԵՐՔԱՅԻՆ ԱԿՏԻՎՆԵՐ
",2019
5421,"- Ընդերքային ակտիվներ
",2019
5430,"ԱՅԼ ԲՆԱԿԱՆ ԾԱԳՈՒՄ ՈՒՆԵՑՈՂ ԱԿՏԻՎՆԵՐ
",2019
5431,"- Այլ բնական ծագում ունեցող ակտիվներ
",2019
5440,"ՈՉ ՆՅՈՒԹԱԿԱՆ ՈՉ ԱՐՏԱԴՐԱԿԱՆ ԱԿՏԻՎՆԵՐ
",2019
5441,"- Ոչ նյութական ոչ արտադրական ակտիվներ
",2019
5999,"- Հաշվանցումներ` ոչ ֆինանսական ակտիվների գծով ծախսեր
",2019
6110,Ներքին փոխառու միջոցների հիմնական գումարի մարում,2019
6111,Ներքին արժեթղթերի (բացառությամբ բաժնետոմսերից) հիմնական գումարի մարում,2019
6112,Վարկերի եվ փոխառությունների հիմնական գումարի մարում,2019
6113,ստացված փոխատվությունների գումարի մարում,2019
6119,Ներքին պետական պարտքի ճշգրտում,2019
6120,Արտաքին փոխառու միջոցների հիմնական գումարի մարում,2019
6121,Արտաքին արժեթղթերի (բացի բաժնետոմսերից) հիմնական գումարի մարում,2019
6122,Արտաքին վարկերի հիմնական գումարի մարում,2019
6123,Արտաքին աղբյուրներից ստացված փոխատվության գումարի մարում,2019
6129,Արտաքին պետական պարտքի ճշգրտում,2019
6210,Ներքին ֆինանսական ակտիվների ձեռք բերում,2019
6211,Ներքին արժեթղթերի ձեռքբերում` բացի բաժնետոմսերից,2019
6212,Ներքին վարկեր եվ փոխատվություններ,2019
6213,Ներքին բաժնետոմսերի եվ այլ մասնաբաժինների ձեռքբերում,2019
6220,Արտաքին ֆինանսական ակտիվների ձեռքբերում,2019
6221,Արտաքին արժեթղթերի ձեռքբերում(բացի բաժնետոմսերից),2019
6222,Վարկեր այլ պետությունների կառավարություններին եվ կազմակերպություններին,2019
6223,Արտաքին բաժնետոմսերի եվ այլ կապիտալի ձեռքբերում,2019
6501,"Ոչ ֆինանսական ակտիվների օտարումից մուտքերի ստացում
",2019
6502,"Հողի օտարումից  միջոցների ստացում
",2019
6503,Պաշարների իրացումից մուտքեր,2019
6999,Հաշվանցումներ` հիմնական գումարի մարումների եվ ֆինանսական ակտիվների ձեռք բերման գծով ծախսեր,2019
7777,Բանկերից վերադարձված գումարներ,2019
9999,ԾԻԳ-ի մնացորդի վերադարձ,2019
