ITEM,NAME,DATA
4266,- Առողջապահական եւ լաբորատոր նյութեր,2022
4267,"- Կենցաղային եւ հանրային սննդի նյութեր
",2022
4269,"- Հատուկ նպատակային այլ նյութեր
",2022
4410,- Ներքին տոկոսավճարներ,2022
4411,"- Ներքին արժեթղթերի տոկոսավճարներ
",2022
4412,"- Ներքին վարկերի տոկոսավճարներ
",2022
4420,- Արտաքին տոկոսավճարներ,2022
4421,"- Արտաքին արժեթղթերի գծով տոկոսավճարներ
",2022
4422,"- Արտաքին վարկերի գծով տոկոսավճարներ
",2022
4430,"- Փոխառությունների հետ կապված վճարներ
",2022
4431,"- Փոխանակման կուրսերի բացասական տարբերություն
",2022
4432,"- Տույժեր
",2022
4433,"- Փոխառությունների գծով տուրքեր
",2022
4510,Սուբսիդիաներ պետական կազմակերպություններին,2022
4511,"- Սուբսիդիաներ ոչ ֆինանսական պետական կազմակերպություններին
",2022
4512,"- Սուբսիդիաներ  ֆինանսական պետական կազմակերպություններին
",2022
4520,Սուբսիդիաներ ոչ պետական կազմակերպություններին,2022
4521,"- Սուբսիդիաներ ոչ  պետական ոչ ֆինանսական կազմակերպություններին
",2022
4522,"- Սուբսիդիաներ ոչ պետական ֆինանսական կազմակերպություններին
",2022
4610,Դրամաշնորհներ օտարերկրյա կառավարություններին,2022
4611,- Ընթացիկ դրամաշնորհներ օտարերկրյա կառավարություններին,2022
4612,- Կապիտալ դրամաշնորհներ օտարերկրյա  կառավարություններին,2022
4620,Դրամաշնորհներ միջազգային  կազմակերպություններին,2022
4621,- Ընթացիկ դրամաշնորհներ միջազգային կազմակերպություններին,2022
4622,- Կապիտալ դրամաշնորհներ միջազգային  կազմակերպություններին,2022
4630,Ընթացիկ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2022
4631,- Ընթացիկ դրամաշնորհներ պետական կառավարման հատվածին,2022
4632,- Ընթացիկ սուբվենցիաներ համայնքներին,2022
4633,- Պետական բյուջեից համայնքների բյուջեներին ֆինանսական  համահարթեցման սկզբունքով տրվող դոտացիաներ,2022
4634,"- Օրենքների կիրարկման արդյունքում համայնքների բյուջեների կորուստների փոխհատուցում
",2022
4635,- Այլ ընթացիկ դրամաշնորհներ համայնքներին,2022
4636,"- Ընթացիկ դրամաշնորհներ Սոցիալական ապահովագրության պետական հիմնադրամին
",2022
4637,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին,2022
4638,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին,2022
4639,- Այլ ընթացիկ դրամաշնորհներ,2022
4650,Կապիտալ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2022
4651,"- Կապիտալ դրամաշնորհներ պետական կառավարման հատվածին
",2022
4652,"- Կապիտալ սուբվենցիաներ համայնքներին
",2022
4653,"- Այլ կապիտալ դրամաշնորհներ համայնքներին
",2022
4654,"- Կապիտալ դրամաշնորհներ  Սոցիալական ապահովագրության պետական հիմնադրամին
",2022
4655,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին
",2022
4656,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին
",2022
4657,"- Այլ կապիտալ դրամաշնորհներ
",2022
4710,"Սոցիալական ապահովության նպաստներ (պարտադիր սոցիալական ապահովագրության կազմակերպություններ)
",2022
4711,"- Տնային տնտեսություններին դրամով վճարվող սոցիալական ապահովագրության վճարներ
",2022
4712,"- Սոցիալական ապահովության բնեղեն նպաստներ ծառայություններ մատուցողներին
",2022
4720,Սոցիալական օգնության դրամական արտահայտությամբ նպաստներ (բյուջեից),2022
4721,- Հիվանդության եւ հաշմանդամության նպաստներ բյուջեից,2022
4722,- Մայրության նպաստներ բյուջեից,2022
4723,- Երեխաների կամ ընտանեկան նպաստներ բյուջեից,2022
4724,- Գործազրկության նպաստներ բյուջեից,2022
4725,- Կենսաթոշակի անցնելու հետ կապված  եւ տարիքային նպաստներ բյուջեից,2022
4726,- Հուղարկավորության նպաստներ բյուջեից,2022
4727,"- Կրթական, մշակութային եւ սպորտային նպաստներ բյուջեից",2022
4728,"- Բնակարանային նպաստներ բյուջեից
",2022
4729,- Այլ նպաստներ բյուջեից,2022
4740,Կենսաթոշակներ,2022
4741,- Կենսաթոշակներ,2022
4750,Սոցիալական ապահովության միջոցառումների իրականացման նպատակով աշխատողներին առաջարկվող սոցիալական փաթեթի ծառայությունների գծով ծախսեր,2022
4751,Բժշկական ապահովագրություն,2022
4752,Հիփոթեքային վարկի ամսական վճարի մարում,2022
4753,Ուսման վճարների փոխհատուցում,2022
4754,Հանգստի ծախսերի փոխհատուցում,2022
4810,Նվիրատվություններ ոչ կառավարչական (հասարակական) կազմակերպություններին,2022
4811,"- Տնային տնտեսություններին ծառայություններ մատուցող` շահույթ չհետապնդող կազմակերպություններին նվիրատվություններ
",2022
4819,"- Նվիրատվություններ այլ շահույթ չհետապնդող կազմակերպություններին
",2022
4820,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2022
4821,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2022
4822,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2022
4823,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2022
4824,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2022
4830,Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ,2022
4831,"- Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ
",2022
4840,"Բնական աղետներից կամ այլ բնական պատճառներով առաջացած վնասների կամ վնասվածքների վերականգնում
",2022
4841,"- Բնական աղետներից առաջացած վնասվածքների կամ վնասների վերականգնում
",2022
4842,"- Այլ բնական պատճառներով ստացած վնասվածքների վերականգնում
",2022
4850,"Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասների  կամ վնասվածքների վերականգնում
",2022
4851,"- Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասվածքների կամ վնասների վերականգնում
",2022
4860,Այլ ծախսեր,2022
4861,"- Այլ ծախսեր
",2022
4890,Պահուստային միջոցներ,2022
4891," - Պահուստային միջոցներ
",2022
5110,ՇԵՆՔԵՐ ԵՎ ՇԻՆՈՒԹՅՈՒՆՆԵՐ,2022
5111,- Շենքերի եւ շինությունների ձեռքբերում,2022
5112,- Շենքերի եւ շինությունների շինարարություն,2022
5113,- Շենքերի եւ շինությունների կապիտալ վերանորոգում,2022
5120,"ՄԵՔԵՆԱՆԵՐԻ  ԵՎ  ՍԱՐՔԱՎՈՐՈՒՄՆԵՐԻ ՁԵՌՔԲԵՐՈՒՄ, ՊԱՀՊԱՆՈՒՄ  ԵՎ  ՀԻՄՆԱՆՈՐՈԳՈՒՄ",2022
5121,- Տրանսպորտային սարքավորումներ,2022
5122,- Վարչական սարքավորումներ,2022
5129,- Այլ մեքենաներ եւ սարքավորումներ,2022
5130,ԱՅԼ ՀԻՄՆԱԿԱՆ ՄԻՋՈՑՆԵՐ,2022
5131,- Աճեցվող ակտիվներ,2022
5132,- Ոչ նյութական հիմնական միջոցներ,2022
5133,- Գեոդեզիական-քարտեզագրական ծախսեր,2022
5134,- Նախագծահետազոտական ծախսեր,2022
5135,- Ոչ ֆինանսական ակտիվների գծով ծախսեր,2022
5210,ՌԱԶՄԱՎԱՐԱԿԱՆ ՊԱՇԱՐՆԵՐ,2022
5211,"- Ռազմավարական պաշարներ
",2022
5220,ԱՐՏԱԴՐԱԿԱՆ ՆՇԱՆԱԿՈՒԹՅԱՆ ՊԱՇԱՐՆԵՐ,2022
5221,"- Նյութեր եւ պարագաներ
",2022
5230,"ՎԵՐԱՎԱՃԱՌՔԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՊՐԱՆՔՆԵՐ
",2022
5231,"- Վերավաճառքի համար նախատեսված ապրանքներ
",2022
5240,"ՍՊԱՌՄԱՆ ՆՊԱՏԱԿՈՎ ՊԱՀՎՈՂ ՊԱՇԱՐՆԵՐ
",2022
5241,"- Սպառման նպատակով պահվող պաշարներ
",2022
5310,"Բարձրարժեք ակտիվներ
",2022
5311,"- Բարձրարժեք  ակտիվներ
",2022
5410,"ՀՈՂ
",2022
5411," - Հող
",2022
5420,"ԸՆԴԵՐՔԱՅԻՆ ԱԿՏԻՎՆԵՐ
",2022
5421,"- Ընդերքային ակտիվներ
",2022
5430,"ԱՅԼ ԲՆԱԿԱՆ ԾԱԳՈՒՄ ՈՒՆԵՑՈՂ ԱԿՏԻՎՆԵՐ
",2022
5431,"- Այլ բնական ծագում ունեցող ակտիվներ
",2022
5440,"ՈՉ ՆՅՈՒԹԱԿԱՆ ՈՉ ԱՐՏԱԴՐԱԿԱՆ ԱԿՏԻՎՆԵՐ
",2022
5441,"- Ոչ նյութական ոչ արտադրական ակտիվներ
",2022
5511,Համաֆինասնսավորմամբ իրականացվող ծրագրեր եւ /կամ/կապիտալ ակտիվի ձեռք բերում,2022
5999,"- Հաշվանցումներ` ոչ ֆինանսական ակտիվների գծով ծախսեր
",2022
6110,Ներքին փոխառու միջոցների հիմնական գումարի մարում,2022
6111,Ներքին արժեթղթերի (բացառությամբ բաժնետոմսերից) հիմնական գումարի մարում,2022
6112,Վարկերի եվ փոխառությունների հիմնական գումարի մարում,2022
6113,ստացված փոխատվությունների գումարի մարում,2022
6119,Ներքին պետական պարտքի ճշգրտում,2022
6120,Արտաքին փոխառու միջոցների հիմնական գումարի մարում,2022
6121,Արտաքին արժեթղթերի (բացի բաժնետոմսերից) հիմնական գումարի մարում,2022
6122,Արտաքին վարկերի հիմնական գումարի մարում,2022
6123,Արտաքին աղբյուրներից ստացված փոխատվության գումարի մարում,2022
6129,Արտաքին պետական պարտքի ճշգրտում,2022
6210,Ներքին ֆինանսական ակտիվների ձեռք բերում,2022
6211,Ներքին արժեթղթերի ձեռքբերում` բացի բաժնետոմսերից,2022
6212,Ներքին վարկեր եվ փոխատվություններ,2022
6213,Ներքին բաժնետոմսերի եվ այլ մասնաբաժինների ձեռքբերում,2022
6220,Արտաքին ֆինանսական ակտիվների ձեռքբերում,2022
6221,Արտաքին արժեթղթերի ձեռքբերում(բացի բաժնետոմսերից),2022
6222,Վարկեր այլ պետությունների կառավարություններին եվ կազմակերպություններին,2022
6223,Արտաքին բաժնետոմսերի եվ այլ կապիտալի ձեռքբերում,2022
6501,"Ոչ ֆինանսական ակտիվների օտարումից մուտքերի ստացում
",2022
6502,"Հողի օտարումից  միջոցների ստացում
",2022
6503,Պաշարների իրացումից մուտքեր,2022
6999,Հաշվանցումներ` հիմնական գումարի մարումների եվ ֆինանսական ակտիվների ձեռք բերման գծով ծախսեր,2022
7777,Բանկերից վերադարձված գումարներ,2022
9999,ԾԻԳ-ի մնացորդի վերադարձ,2022
