GROWP,SUBGROUP,CLASS,PROGRAM,NAME,DATA
1,1,1,15,ՀՀ արդարադատության նախարարության  «Անձնական տվյալների պաշտպանության գործակալության»  պահպանում,2019
1,1,1,16,«Հայաստանի Հանրապետության արդարադատության նախարարության եւ ԱՄՆ ՄԶԳ-ի միջեւ 2016թվականի սեպտեմբերի 13-ին կնքված N AAG-111-G-13-001 Զարգացման համագործակցության համաձայնագրի ներքո իրականացվող» դրամաշնորհային ծրագիր,2019
1,1,1,17,ՀՀ բնապահպանության նախարարության բնապահպանության եւ ընդերքի տեսչական մարմնի պահպանում,2019
1,1,1,18,ՀՀ առողջապահության նախարարության առողջապահական տեսչական մարմնի պահպանում,2019
1,1,1,19,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,2019
1,1,1,20,ՀՀ Գեղարքունիքի մարզպետարանի տեխնիկական հագեցվածության բարելավում,2019
1,1,1,21,ՀՀ Վայոց ձորի մարզպետարանի տեխնիկական հագեցվածության բարելավում,2019
1,1,1,22,ՀՀ պետական վերահսկողական ծառայության տեխնիկական հագեցվածության բարելավում,2019
1,1,1,23,ՀՀ վարչապետին ՀՀ Սահմանադրությամբ եւ օրենքներով վերապահված վերահսկողական լիազորությունների իրականացման ապահովում,2019
1,1,1,24,Քաղաքաշինության եւ ճարտարապետության բնագավառում վերահսկողության ծառայություններ,2019
1,1,1,25,Կրթության ոլորտում վերահսկողության ծառայություններ,2019
1,1,1,26,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,2019
1,1,1,27,Սննդամթերքի անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2019
1,1,1,28,Կրթության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2019
1,1,1,29,Շուկայի վերահսկողության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2019
1,1,1,30,"Քաղաքաշինության, տեխնիկական եւ հրդեհային անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում",2019
1,1,1,31,Բնապահպանության եւ ընդերքի տեսչական մարմնի կարողությունների զարգացում եւ տեխնիկական հագեցվածության ապահովում,2019
1,1,1,32,ՀՀ արդարադատության նախարարության  տեխնիկական հագեցվածության բարելավում,2019
1,1,1,33,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,1,40,Վարչական օբյեկտների հիմնանորոգում,2019
1,1,1,41,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  եւ որոշումների դեմ վերաքննիչ եւ վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",2019
1,1,1,42,"ՀՀ ՊՆ, ՀՀ ԿԱ ԱԱԾ կրտսեր, միջին, ավագ եւ ՀՀ ոստիկանության միջին, ավագ, գլխավոր սպայական անձնակազմին` կենցաղային տեխնիկայի ձեռքբերմանն աջակցելու նպատակով տրամադրվող սպառողական վարկերի  տոկոսագումարները 2 կամ 3 տոկոսային կետով համաֆինանսավորման ծրագիր",2019
1,1,1,43,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,1,44,"Ծառայությունների, ծրագրերի համակարգում",2019
1,1,1,45,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,1,46,"Հասարակության եւ պետության հանդեպ հատուկ ծառայություններ ունեցած քաղաքացիների մահվան դեպքում հրաժեշտի ծիսակատարության եւ թաղման կազմակերպում, գերեզմանի բարեկարգման եւ մահարձանի պատրաստման ու տեղադրման աշխատանքներին աջակցություն",2019
1,1,1,47,Ներմուծվող սննդամթերքի եւ (կամ) կենդանական ծագման մթերքի լաբորատոր փորձաքննության վճարներ,2019
1,1,1,48,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,1,49,Կառավարություն - քաղաքացի փոխգործակցության ապահովմանն ուղղված ծրագիր,2019
1,1,2,0,Ֆինանսական եւ հարկաբյուջետային հարաբերություններ,2019
1,1,2,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2019
1,1,2,2,ՀՀ պետական պարտքի կառավարման գործընթացի հրապարակայնության ապահովում,2019
1,1,2,3,Ակցիզային դրոշմանիշների ձեռքբերում,2019
1,1,2,4,Ֆինանսական կառավարման  համակարգի վճարահաշվարկային ծախսեր,2019
1,1,2,5,Էլեկտրոնային գնումների համակարգի ներդրման գծով պետական պատվեր,2019
1,1,2,6,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2019
1,1,2,7,Հարկային ծառայության մարմնի համակարգի եվ մաքսային ծառայության նյութական խրախուսման եւ համակարգի զարգացման ֆոնդ,2019
1,1,2,8,Պարտքի գրանցման եւ կառավարման DMFAS 6.0 համակարգի տեխնիկական սպասարկման վճար,2019
1,1,2,9,Դրոշմապիտակների ձեռքբերման ծախսեր,2019
1,1,2,10,Բլումբերգ եւ Ռոյթերս տեղեկատվական համակարգերի առեւտրային տերմինալների տեղադրման եւ սպասարկման վճար,2019
1,1,2,11,ՀՀ ՊԵԿ կարիքի բավարարում,2019
1,1,2,12,Ազատ տնտեսական գոտիների ընդլայնում,2019
1,1,2,13,Արտարժութային պետական պարտատոմսերի ցուցակման ծառայություններ,2019
1,1,2,14,Էլեկտրոնային գնումների համակարգի տեխնիկական սպասարկում,2019
1,1,2,15,ՀՀ պետական եկամուտների կոմիտեի շենքային ապահովվածության բարելավում,2019
1,1,2,16,ՀՀ պետական եկամուտների կոմիտեի շենքային պայմանների բարելավում,2019
1,1,2,17,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,2,18,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  եւ որոշումների դեմ վերաքննիչ եւ վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",2019
1,1,2,19,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,2,20,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,2,21,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,2,22,Ռուսաստանի Դաշնության կողմից տրամադրված պետական արտահանման վարկի հաշվին ռուսական արտադրության ռազմական նշանակության արտադրանքի մատակարարումների ֆինանսավորում,2019
1,1,2,23,ՌԴ-ի կառավարության աջակցությամբ իրականացվող ԵՏՄ-ի անդամակցության շրջանակներում ՀՀ-ին տեխնիկական եւ ֆինանսական  աջակցություն ցուցաբերելու դրամաշնորհային ծրագիր,2019
1,1,2,24,ՀՀ ՊԵԿ-ի տեխնիկական հագեցվածության բավարարում,2019
1,1,2,25,ՀՀ պետական եկամուտների կոմիտեի նոր շենքային պայմանների ապահովում,2019
1,1,3,0,Արտաքին հարաբերություններ,2019
1,1,3,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2019
1,1,3,2,ՀՀ դեսպանությունների եւ ներկայացուցչությունների պահպանում,2019
1,1,3,3,Միջազգային կազմակերպություններին Հայաստանի Հանրապետության անդամակցության վճարներ,2019
1,1,3,4,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,3,5,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,3,6,ՀՀ արտաքին գործերի նախարարության աշխատակազմի «Պետական արարողակարգի ծառայություն» գործակալության պահպանում,2019
1,1,3,7,Դեսպանությունների շենքերի գնում,2019
1,1,3,8,Հայաստանի Հանրապետությանը սուվերեն վարկանիշ շնորհելու կապակցությամբ կազմակերպությունների կողմից մատուցված ծառայությունների դիմաց վճարման ծախսեր,2019
1,1,3,9,ՆԱՏO-ի նոր կենտրոնակայանի շենքի վերակառուցման աշխատանքների ծախսերի փոխհատուցման ՀՀ մասնաբաժին,2019
1,1,3,10,Արարողակարգի ծառայության տեխնիկական հագեցվածության բարելավում,2019
1,1,3,11,Արտասահմանյան պատվիրակությունների ընդունելություններ,2019
1,1,3,12,ՀՀ դեսպանություների եվ ներկայացուցչությունների պահպանում արտաբյուջետային միջոցների հաշվին,2019
1,1,3,13,ՀՀ քաղաքացու անձնագիր տալու կամ փոխանակելու ծառայություն,2019
1,1,3,14,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,1,3,15,Աջակցություն ՀՀ դեսպանությունների գործունեության իրականացմանը տրանսպորտային սարքավորումների գծով,2019
1,1,3,16,Աջակցություն ՀՀ դեսպանությունների գործունեության իրականացմանը վարչական սարքավորումների գծով,2019
1,2,0,0,Արտաքին տնտեսական օգնություն,2019
1,2,1,0,Արտաքին տնտեսական աջակցություն,2019
1,2,2,0,Միջազգային կազմակերպությունների միջոցով տրամադրվող տնտեսական օգնություն,2019
1,3,0,0,Ընդհանուր բնույթի ծառայություններ,2019
1,3,1,0,Աշխատակազմի /կադրերի/ գծով ընդհանուր բնույթի ծառայություններ,2019
1,3,1,1,Քաղաքացիակական կացության ակտերի գրանցման ծառայության  գործունեության կազմակերպման բնագավառում պետության կողմից  համայնքի ղեկավարին  պատվիրակված լիազորությունների իրականացման ֆինանսավորում,2019
1,3,2,0,Ծրագրման եւ վիճակագրական ընդհանուր ծառայություններ,2019
1,3,2,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2019
1,3,2,2,Պետական վիճակագրական տեղեկատվության հավաքագրում,2019
1,3,2,3,Տեղեկատվական տեխնոլոգիաների ոլորտի խթանման ծառայություններ,2019
1,3,2,4,Հերթական մարդահամարի նախապատրաստման աշխատանքների կազմակերպում,2019
1,3,2,5,Գյումրու եւ Վանաձորի տեխնոլոգիական կենտրոնների գործունեության իրականացման ծրագիր,2019
1,3,2,6,2019թ. Տեղեկատվական տեխնոլոգիաների համաշխարհային համաժողովի կազմակերպման ծրագիր,2019
1,3,2,7,Եվրասիական տնտեսական միության հետ տեղեկատվական հոսքերի ապահովման նպատակով ինտեգրացված համակարգի ազգային սեգմենտի պահպանում,2019
1,3,2,8,ՀՀ վիճակագրական կոմիտեի տեխնիկական հագեցվածության բարելավում,2019
1,3,2,9,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,3,3,0,Ընդհանուր բնույթի այլ ծառայություններ,2019
1,3,3,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2019
1,3,3,2,ՀՀ Գեղարքունիքի մարզի Արծվաշեն համայնքի ղեկավարի աշխատակազմի պահպանում,2019
1,3,3,3,Պետական աջակցություն «Սպասարկում» ՊՈԱԿ-ին,2019
1,3,3,4,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2019
1,3,3,5,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  եւ որոշումների դեմ վերաքննիչ եւ վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",2019
1,3,3,6,Պետ. մասնակց. առեւտր. կազմ. կանոնադր. կապիտալում պետ. մասնակց. նվազեցման ճանապարհով ակտիվների կազմից գույք առանձնացնելիս գույքն ստացող պետ. կառավարչ. հիմնարկի կողմից մատակ-ին վճարման ենթակա շահութահարկի գծով կամ շրջանառ. հարկի գծով պարտավ. կատ. գծով ծախսե,2019
1,3,3,7,ՀՀ կառավարության պահուստային ֆոնդ,2019
1,3,3,8,Ապահովված իրավունքի առարկայի պահպանման եւ փոխանցման ծառայություն,2019
1,3,3,9,Ֆինանսական աջակցություն լուծարման գործընթացում գտնվող առեւտրային կազմակերպությանը,2019
1,4,0,0,Ընդհանուր բնույթի հետազոտական աշխատանք,2019
1,4,1,0,Ընդհանուր բնույթի հետազոտական աշխատանք,2019
1,4,1,1,Գիտաշխատողներին գիտական աստիճանների համար տրվող հավելավճարներ,2019
1,4,1,2,Գիտական եւ գիտատեխնիկական գործունեության հիմնարար եւ կարեւորագույն նշանակություն ունեցող կիրառական հետազոտություններ,2019
1,4,1,3,Գիտական եւ գիտատեխնիկական գործունեության ենթակառուցվածքների պահպանում ու զարգացում,2019
1,4,1,4,«Ա. Ալիխանյանի անվան ազգային գիտական լաբորատորիա» հիմնադրամի  գիտական եւ գիտատեխնիկական գործունեության ենթակառուցվածքի պահպանում ու զարգացում եւ գիտական ներուժի արդիականացում,2019
1,4,1,5,Ազգային արժեք ներկայացնող գիտական օբյեկտների պահպանություն,2019
1,4,1,6,«ՔԵՆԴԼ» սինքրոտրոնային հետազոտությունների ինստիտուտ» հիմնադրամին պետական աջակցություն,2019
1,4,1,7,ՀՀ գիտությունների ազգային ակադեմիայի իսկական եւ թղթակից անդամների պատվովճարների տրամադրում,2019
1,4,1,8,Ներդրումներ ՀՀ գիտությունների ազգային ակադեմիայի կազմակերպություններում,2019
1,4,1,9,Ազգային արժեք ներկայացնող գիտական օբյեկտների հարկային պարտավորությունների փոխհատուցում,2019
1,5,0,0,Ընդհանուր բնույթի հանրային ծառայությունների գծով հետազոտական եւ նախագծային աշխատանքներ,2019
1,5,1,0,Ընդհանուր բնույթի հանրային ծառայությունների գծով հետազոտական եւ նախագծային աշխատանքներ,2019
1,5,1,1,Գիտական եւ գիտատեխնիկական գործունեության պայմանագրային (թեմատիկ) հետազոտություններ,2019
1,5,1,2,Գիտական եւ գիտատեխնիկական նպատակային-ծրագրային հետազոտություններ,2019
1,6,0,0,Ընդհանուր բնույթի հանրային ծառայություններ (այլ դասերին չպատկանող),2019
1,6,1,0,Ընդհանուր բնույթի հանրային ծառայություններ (այլ դասերին չպատկանող),2019
1,6,1,1,Բարձրաստիճան պաշտոնատար անձանց էթիկայի հանձնաժողովի պահպանում,2019
1,6,1,2,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2019
1,6,1,3,ՀՀ  տեղական ինքնակառավարման մարմինների ընտրություններ,2019
1,6,1,4,Փորձաքննությունների  ծառայություններ,2019
1,6,1,5,Աճուրդների կազմակերպման եւ անցկացման աշխատանքներ,2019
1,6,1,6,"Պետական գույքի հաշվառման, գույքագրման, ուսումնասիրությունների եւ գնահատման աշխատանքների իրականացում",2019
1,6,1,7,Սեյսմիկ պաշտպանության ազգային ծառայություն,2019
1,6,1,8,ՀՀ կառավարությանն առընթեր անշարժ գույքի կադաստրի պետական կոմիտեի ստորաբաժանումների կողմից մատուցվող ծառայություններից ստացվող եկամուտների հաշվին կոմիտեի համակարգի պահպանում,2019
1,6,1,9,ԱՄՆ կառավարության աջակցությամբ իրականացվող «Հազարամյակի մարտահրավեր» դրամաշնորհային  ծրագիր,2019
1,6,1,10,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2019
1,6,1,11,ՀՀ կառավարությանն առընթեր անշարժ գույքի կադաստրի պետական կոմիտեի ստորաբաժանումների կողմից մատուցվող ծառայություններից ստացվող եկամուտների հաշվին կոմիտեի համակարգի կարողությունների զարգացում,2019
1,6,1,12,Համաշխարհային բանկի աջակցությամբ իրականացվող Հարկային վարչարարության արդիականացման ծրագիր,2019
1,6,1,13,Համաշխարհային բանկի աջակցությամբ  իրականացվող առեւտրի եւ ենթակառուցվածքների զարգացման ծրագիր,2019
1,6,1,14,Համաշխարհային բանկի աջակցությամբ իրականացվող պետական հատվածի արդիականացման երրորդ ծրագիր,2019
1,6,1,15,Համաշխարհային բանկի աջակցությամբ իրականացվող վիճակագրական համակարգի զարգացման համար ազգային ռազմավարական ծրագրի իրականացման դրամաշնորհային ծրագիր,2019
1,6,1,16,ՀՀ ֆինանսների նախարարության եւ ՌԴ ֆինանսների նախարարության միջեւ` Ռուսաստանի Դաշնության կողմից Հայաստանի Հանրապետությանն անհատույց ֆինանսական օգնության դրամաշնորհային ծրագիր,2019
1,6,1,17,Էլեկտրոնային աճուրդների կազմակերպման ծրագիր,2019
1,6,1,18,"Պետական գույքի հաշվառման նոր ավտոմատացված ու ամբողջական համակարգի մշակում, ներդնում եւ կիրառում",2019
1,6,1,19,Կառավարման N 2 շենքում տեղակայված սարքերի եւ սարքավորումների հետերաշխիքային սպասարկում,2019
1,6,1,20,Համաշխարհային բանկի աջակցությամբ իրականացվող«Հանքարդյունաբերության ոլորտի քաղաքականության ծրագիր» դրամաշնորհային ծրագիր,2019
1,6,1,21,Համաշխարհային բանկի աջակցությամբ իրականացվող «Հայաստանի արդյունահանող ճյուղերի թափանցիկության նախաձեռնությանն աջակցություն» դրամաշնորհային ծրագիր,2019
1,6,1,22,Անշարժ գույքի կադաստրի ծառայությունների մատուցման համար ոչ նյութական հիմնական միջոցների ձեռքբերում,2019
1,6,1,23,ՀՀ թվային տեղագրական քարտեզների՝ երկրատեղեկատվական համակարգի միջավայրում ստեղծման աշխատանքներ,2019
1,6,1,24,Թեմատիկ քարտեզագրության աշխատանքներ,2019
1,6,1,25,Աշխարհագրական անվանումների պետական քարտադարանի թարմացման աշխատանքներ,2019
1,6,1,26,Նախագծահետազոտական փաստաթղթերի կազմման աշխատանքներ,2019
1,6,1,27,Ռուսաստանի Դաշնության կողմից Հայաստանի Հանրապետությանն անհատույց ֆինանսական օգնության դրամաշնորհային ծրագրի շրջանակներում խորհրդատվական ծառայություններ ձեռքբերում,2019
1,6,1,28,Համաշխարհային բանկի աջակցությամբ իրականաացվող վիճակագրական կոմիտեի տեխնիկական հագեցվածության բարելավում,2019
1,6,1,29,Համաշխարհային բանկի աջակցությամբ իրականաացվող վիճակագրական կոմիտեի շենքային պայմանների բարելավում,2019
1,6,1,30,Պետական հատվածի արդիականացման երրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի եւ սարքավորումների ձեռքբերում,2019
1,6,1,31,Համաշխարհային բանկի աջակցությամբ իրականացվող Հարկային վարչարարության արդիականացման ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի մշակում եւ ներդրում,2019
1,6,1,32,Համաշխարհային բանկի աջակցությամբ իրականացվող առեւտրի եւ ենթակառուցվածքների զարգացման ծրագրի շրջանակներում սարքավորումների ձեռքբերում,2019
1,6,1,33,Համաշխարհային բանկի աջակցությամբ իրականացվող առեւտրի եւ ենթակառուցվածքների զարգացման ծրագրի շրջանակներում շենքերի եւ շինությունների հիմնանորոգում,2019
1,6,1,34,ՀՀ Կենտրոնական ընտրական հանձնաժողովի տեխնիկական հագեցվածության բարելավում,2019
1,6,1,35,ՀՀ կենտրոնական ընտրական հանձանժողովի կարիքների համար համակարգչային ծրագրային ապահովում,2019
1,6,1,36,"Ընտրական վարչարարության փորձի ուսումնասիրում, ընտրական վարչարարության բարձրացում, կենտրոնական ընտրական հանձնաժողովի վերազինում եւ ընտրական օրենսդրությանը վերաբերող նյութերի հրատարակում",2019
1,6,1,37,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  եւ որոշումների դեմ վերաքննիչ եւ վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",2019
1,6,1,38,Անշարրժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում,2019
1,6,1,39,ՀՀ կառավարության պահուստային ֆոնդ,2019
1,6,1,40,ՀՀ կառավարության պահուստային ֆոնդ,2019
1,6,1,41,Արտասահմանյան պաշտոնական գործուղումներ,2019
1,6,1,42,Ֆինանսական աջակցություն մասնավորեցման ծրագրում ընդգրկված առեւտրային կազմակերպությանը,2019
1,6,1,43,"Պետական սեփականություն հանդիսացող, մինչեւ 5 մլն դրամ գնահատված արժեքով շարժական գույքի օտարման գործընթացում գտնվելու ժամանակահատվածում պահառության կազմակերպում",2019
1,6,1,44,Հիմնարկներին եվ կազմակերպություններին ամրացված` յուրաքանչյուր միավոր մինչեվ 5 մլն դրամ գնահատված արժեքով շարժական գույքի օտարման գործընթացում գտնվելու ժամանակահատվածում գույքի պահառության կազմակերպում,2019
1,6,1,45,Աջակցություն ՀՀ տարածքի թվային քարտեզագրման աշխատանքներին,2019
1,6,1,46,ՀՀ տարածքի թվային քարտեզագրում,2019
1,6,1,47,Աջակցություն ՀՀ տարածքի թվային քարտեզագրման աշխատանքներին,2019
1,6,1,48,"ՀՀ տարածքի թվային քարտ""զագրում",2019
1,6,1,49,Կոռուպցիայի կանխարգելման հանձնաժողովի տեխնիկական հագեցվածության ապահովում,2019
1,7,0,0,Պետական պարտքի գծով գործառնություններ,2019
1,7,1,0,Պետական պարտքի գծով գործառնություններ,2019
1,7,1,1,ՀՀ պետական արժեթղթերի (գանձապետական պարտատոմսերի) սպասարկում (տոկոսավճար),2019
1,7,1,2,"Օտարերկրյա պետություններից, միջազգային կազմակերպություններից եւ այլ արտաքին աղբյուրներից ստացված վարկերի սպասարկում  (տոկոսավճար)",2019
1,7,1,3,Մուրհակների սպասարկման ծախսեր (տոկոսավճարներ),2019
1,7,1,4,Արտարժութային պետական պարտատոմսերի սպասարկում (տոկոսավճարներ),2019
1,7,1,5,Արտարժութային պետական պարտատոմսերի թողարկմանն առընչվող ծախսեր,2019
1,8,0,0,Կառավարության տարբեր մակարդակների միջեւ իրականացվող ընդհանուր բնույթի տրանսֆերտներ,2019
1,8,1,0,Կառավարության տարբեր մակարդակների միջեւ իրականացվող ընդհանուր բնույթի տրանսֆերտներ,2019
1,8,1,1,Համայնքների բյուջեներին ֆինանսական համահարթեցման սկզբունքով դոտացիաների տրամադրում եւ Ազգային Ժողովի ընդունած օրենքների կիրարկման արդյունքում համայնքների բյուջեների եկամուտների կորուստների փոխհատուցում,2019
1,8,1,2,Պետական աջակցություն սահմանամերձ համայնքներին,2019
1,8,1,3,ՀՀ մարզերին սուբվենցիաների տրամադրում՝ ենթակառուցվածքների զարգացման նպատակով,2019
1,8,1,4,Մարզի Աչաջուրի համայնքի գրադարանային պայմանների բարելավում,2019
1,8,1,5,Պետական աջակցություն ՀՀ Տավուշի մարզի Վազաշենի համայնքի նախադպրոցական հիմնարկի պահպանման ծախսերի համար,2019
1,8,1,6,Պետական աջակցություն ՀՀ Տավուշի մարզի Բերդ համայնքի Վարագավանի եւ Պառավաքարի բնակավայրերին,2019
1,8,1,7,Համայնքների բազմաբնակարան շենքերի տեխնիկական վիճակի հետազննության աշխատանքներին աջակցության տրամադրում,2019
2,0,0,0,ՊԱՇՏՊԱՆՈՒԹՅՈՒՆ,2019
2,1,0,0,Ռազմական պաշտպանություն,2019
2,1,1,0,Ռազմական պաշտպանություն,2019
2,1,1,1,Ռազմական կարիքների բավարարում,2019
2,1,1,2,Ռազմական նշանակության համակարգերի պահպանում,2019
2,1,1,3,Ռուսաստանի Դաշնության  կողմից տրամադրված պետական արտահանման երկրորդ վարկի հաշվին ռուսական արտադրության ռազմական նշանակության արտադրանքի մատակարարումների ֆինանսավորում,2019
2,1,1,4,"Սպառազինության եւ ռազմական տեխնիկայի ձեռքբերում, ինչպես նաեւ ՀՀ պաշտպանության նախարարության համակարգի անձնակազմի նյութական խրախուսում",2019
2,1,1,5,Ռազմական կարիքի բավարարում,2019
2,1,1,6,ՀՀ պաշտպանության նախարարության շենքային պայմանների բարելավում,2019
2,1,1,7,"Հայաստանի ազգային հերոս, Արցախի հերոս Վազգեն Սարգսյանի ծննդյան 60-ամյակի միջոցառումների իրականացում",2019
2,1,1,8,Բժշկական օգնություն եւ սպասարկում իրականացրած անձնակազմի խրախուսում,2019
2,1,1,9,ՀՀ ՊՆ-ի ռազմաբժշկական հաստատությունների գործունեու-թյան ապահովում,2019
2,1,1,10,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  եւ որոշումների դեմ վերաքննիչ եւ վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",2019
2,1,1,11,"Հայաստանի ազգային հերոս, Արցախի հերոս Վազգեն Սարգսյանի ծննդյան 60-ամյակի միջոցառումների իրականացում",2019
2,1,1,12,Վարկի տոկոսագումարների սուբսիդավորում,2019
2,1,1,13,ՀՀ ՊՆ ռազմաբժշկական հաստատությունների գործունեության ապահովում,2019
2,1,1,14,Երկարամյա ծառայության կենսաթոշակի անցած նախկին զինծառայողներին բնակարանների բարելավում,2019
2,1,1,15,Երկարամյա ծառայության կենսաթոշակի անցած նախկին զինծառայողներին բնակարանով ապահովում,2019
2,2,0,0,Քաղաքացիական պաշտպանություն,2019
2,2,1,0,Քաղաքացիական պաշտպանություն,2019
2,3,0,0,Արտաքին ռազմական օգնություն,2019
2,3,1,0,Արտաքին ռազմական օգնություն,2019
2,3,1,1,ՀՀ ռազմական կցորդների եւ ներկայացուցիչների պահպանում,2019
2,3,1,2,Երեւանում ՆԱՏՕ-ի հասարակական տեղեկատվական կենտրոնի ապահովում,2019
2,3,1,40,ՆԱՏՕ-ում Հայաստանի Հանրապետության առաքելությունում Հայաստանի Հանրապետության ռազմական ներկայացուցչի պահպանում,2019
2,4,0,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2019
2,4,1,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2019
2,4,1,1,«Գիտական եւ գիտատեխնիկական նպատակային-ծրագրային հետազոտություններ» ծրագրի շրջանակներում կատարվող Հատուկ գիտահետազոտական եւ փորձակոնստրուկտորական աշխատանքներ,2019
