ITEM,NAME,DATA
4711,"- Տնային տնտեսություններին դրամով վճարվող սոցիալական ապահովագրության վճարներ
",2021
4712,"- Սոցիալական ապահովության բնեղեն նպաստներ ծառայություններ մատուցողներին
",2021
4720,Սոցիալական օգնության դրամական արտահայտությամբ նպաստներ (բյուջեից),2021
4721,- Հիվանդության եւ հաշմանդամության նպաստներ բյուջեից,2021
4722,- Մայրության նպաստներ բյուջեից,2021
4723,- Երեխաների կամ ընտանեկան նպաստներ բյուջեից,2021
4724,- Գործազրկության նպաստներ բյուջեից,2021
4725,- Կենսաթոշակի անցնելու հետ կապված  եւ տարիքային նպաստներ բյուջեից,2021
4726,- Հուղարկավորության նպաստներ բյուջեից,2021
4727,"- Կրթական, մշակութային եւ սպորտային նպաստներ բյուջեից",2021
4728,"- Բնակարանային նպաստներ բյուջեից
",2021
4729,- Այլ նպաստներ բյուջեից,2021
4740,Կենսաթոշակներ,2021
4741,- Կենսաթոշակներ,2021
4750,Սոցիալական ապահովության միջոցառումների իրականացման նպատակով աշխատողներին առաջարկվող սոցիալական փաթեթի ծառայությունների գծով ծախսեր,2021
4751,Բժշկական ապահովագրություն,2021
4752,Հիփոթեքային վարկի ամսական վճարի մարում,2021
4753,Ուսման վճարների փոխհատուցում,2021
4754,Հանգստի ծախսերի փոխհատուցում,2021
4810,Նվիրատվություններ ոչ կառավարչական (հասարակական) կազմակերպություններին,2021
4811,"- Տնային տնտեսություններին ծառայություններ մատուցող` շահույթ չհետապնդող կազմակերպություններին նվիրատվություններ
",2021
4819,"- Նվիրատվություններ այլ շահույթ չհետապնդող կազմակերպություններին
",2021
4820,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2021
4821,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2021
4822,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2021
4823,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2021
4824,"Հարկեր, պարտադիր վճարներ եւ տույժեր, որոնք կառավարման տարբեր մակարդակների կողմից կիրառվում են միմյանց նկատմամբ",2021
4830,Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ,2021
4831,"- Դատարանների կողմից նշանակված տույժեր եւ տուգանքներ
",2021
4840,"Բնական աղետներից կամ այլ բնական պատճառներով առաջացած վնասների կամ վնասվածքների վերականգնում
",2021
4841,"- Բնական աղետներից առաջացած վնասվածքների կամ վնասների վերականգնում
",2021
4842,"- Այլ բնական պատճառներով ստացած վնասվածքների վերականգնում
",2021
4850,"Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասների  կամ վնասվածքների վերականգնում
",2021
4851,"- Կառավարման մարմինների գործունեության հետեւանքով առաջացած վնասվածքների կամ վնասների վերականգնում
",2021
4860,Այլ ծախսեր,2021
4861,"- Այլ ծախսեր
",2021
4890,Պահուստային միջոցներ,2021
4891," - Պահուստային միջոցներ
",2021
5110,ՇԵՆՔԵՐ ԵՎ ՇԻՆՈՒԹՅՈՒՆՆԵՐ,2021
5111,- Շենքերի եւ շինությունների ձեռքբերում,2021
5112,- Շենքերի եւ շինությունների շինարարություն,2021
5113,- Շենքերի եւ շինությունների կապիտալ վերանորոգում,2021
5120,"ՄԵՔԵՆԱՆԵՐԻ  ԵՎ  ՍԱՐՔԱՎՈՐՈՒՄՆԵՐԻ ՁԵՌՔԲԵՐՈՒՄ, ՊԱՀՊԱՆՈՒՄ  ԵՎ  ՀԻՄՆԱՆՈՐՈԳՈՒՄ",2021
5121,- Տրանսպորտային սարքավորումներ,2021
5122,- Վարչական սարքավորումներ,2021
5129,- Այլ մեքենաներ եւ սարքավորումներ,2021
5130,ԱՅԼ ՀԻՄՆԱԿԱՆ ՄԻՋՈՑՆԵՐ,2021
5131,- Աճեցվող ակտիվներ,2021
5132,- Ոչ նյութական հիմնական միջոցներ,2021
5133,- Գեոդեզիական-քարտեզագրական ծախսեր,2021
5134,- Նախագծահետազոտական ծախսեր,2021
5135,- Ոչ ֆինանսական ակտիվների գծով ծախսեր,2021
5210,ՌԱԶՄԱՎԱՐԱԿԱՆ ՊԱՇԱՐՆԵՐ,2021
5211,"- Ռազմավարական պաշարներ
",2021
5220,ԱՐՏԱԴՐԱԿԱՆ ՆՇԱՆԱԿՈՒԹՅԱՆ ՊԱՇԱՐՆԵՐ,2021
5221,"- Նյութեր եւ պարագաներ
",2021
5230,"ՎԵՐԱՎԱՃԱՌՔԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՊՐԱՆՔՆԵՐ
",2021
5231,"- Վերավաճառքի համար նախատեսված ապրանքներ
",2021
5240,"ՍՊԱՌՄԱՆ ՆՊԱՏԱԿՈՎ ՊԱՀՎՈՂ ՊԱՇԱՐՆԵՐ
",2021
5241,"- Սպառման նպատակով պահվող պաշարներ
",2021
5310,"Բարձրարժեք ակտիվներ
",2021
5311,"- Բարձրարժեք  ակտիվներ
",2021
5410,"ՀՈՂ
",2021
5411," - Հող
",2021
5420,"ԸՆԴԵՐՔԱՅԻՆ ԱԿՏԻՎՆԵՐ
",2021
5421,"- Ընդերքային ակտիվներ
",2021
5430,"ԱՅԼ ԲՆԱԿԱՆ ԾԱԳՈՒՄ ՈՒՆԵՑՈՂ ԱԿՏԻՎՆԵՐ
",2021
5431,"- Այլ բնական ծագում ունեցող ակտիվներ
",2021
5440,"ՈՉ ՆՅՈՒԹԱԿԱՆ ՈՉ ԱՐՏԱԴՐԱԿԱՆ ԱԿՏԻՎՆԵՐ
",2021
5441,"- Ոչ նյութական ոչ արտադրական ակտիվներ
",2021
5511,Համաֆինասնսավորմամբ իրականացվող ծրագրեր եւ /կամ/կապիտալ ակտիվի ձեռք բերում,2021
5999,"- Հաշվանցումներ` ոչ ֆինանսական ակտիվների գծով ծախսեր
",2021
6110,Ներքին փոխառու միջոցների հիմնական գումարի մարում,2021
6111,Ներքին արժեթղթերի (բացառությամբ բաժնետոմսերից) հիմնական գումարի մարում,2021
6112,Վարկերի եվ փոխառությունների հիմնական գումարի մարում,2021
6113,ստացված փոխատվությունների գումարի մարում,2021
6119,Ներքին պետական պարտքի ճշգրտում,2021
6120,Արտաքին փոխառու միջոցների հիմնական գումարի մարում,2021
6121,Արտաքին արժեթղթերի (բացի բաժնետոմսերից) հիմնական գումարի մարում,2021
6122,Արտաքին վարկերի հիմնական գումարի մարում,2021
6123,Արտաքին աղբյուրներից ստացված փոխատվության գումարի մարում,2021
6129,Արտաքին պետական պարտքի ճշգրտում,2021
6210,Ներքին ֆինանսական ակտիվների ձեռք բերում,2021
6211,Ներքին արժեթղթերի ձեռքբերում` բացի բաժնետոմսերից,2021
6212,Ներքին վարկեր եվ փոխատվություններ,2021
6213,Ներքին բաժնետոմսերի եվ այլ մասնաբաժինների ձեռքբերում,2021
6220,Արտաքին ֆինանսական ակտիվների ձեռքբերում,2021
6221,Արտաքին արժեթղթերի ձեռքբերում(բացի բաժնետոմսերից),2021
6222,Վարկեր այլ պետությունների կառավարություններին եվ կազմակերպություններին,2021
6223,Արտաքին բաժնետոմսերի եվ այլ կապիտալի ձեռքբերում,2021
6501,"Ոչ ֆինանսական ակտիվների օտարումից մուտքերի ստացում
",2021
6502,"Հողի օտարումից  միջոցների ստացում
",2021
6503,Պաշարների իրացումից մուտքեր,2021
6999,Հաշվանցումներ` հիմնական գումարի մարումների եվ ֆինանսական ակտիվների ձեռք բերման գծով ծախսեր,2021
7777,Բանկերից վերադարձված գումարներ,2021
9999,ԾԻԳ-ի մնացորդի վերադարձ,2021
