GROWP,SUBGROUP,CLASS,PROGRAM,NAME,DATA
2,2,1,0,Քաղաքացիական պաշտպանություն,2020
2,3,0,0,Արտաքին ռազմական օգնություն,2020
2,3,1,0,Արտաքին ռազմական օգնություն,2020
2,3,1,1,ՀՀ ռազմական կցորդների եւ ներկայացուցիչների պահպանում,2020
2,3,1,2,Երեւանում ՆԱՏՕ-ի հասարակական տեղեկատվական կենտրոնի ապահովում,2020
2,4,0,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2020
2,4,1,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2020
2,4,1,1,«Գիտական եւ գիտատեխնիկական նպատակային-ծրագրային հետազոտություններ» ծրագրի շրջանակներում կատարվող Հատուկ գիտահետազոտական եւ փորձակոնստրուկտորական աշխատանքներ,2020
2,4,1,2,Գիտահետազոտական եւ փորձակոնստրուկտորական աշխատանքների գիտատեխնիկական /ռազմատեխնիկական/ ուղեկցում,2020
2,5,0,0,Պաշտպանություն (այլ դասերին չպատկանող),2020
2,5,1,0,Պաշտպանություն (այլ դասերին չպատկանող),2020
2,5,1,1,Այլընտրանքային ծառայության ապահովում,2020
2,5,1,2,Հումանիտար ականազերծման եւ փորձագիտական ծառայությունների կազմակերպում,2020
2,5,1,3,Այլ ծախսեր,2020
3,0,0,0,"ՀԱՍԱՐԱԿԱԿԱՆ ԿԱՐԳ,  ԱՆՎՏԱՆԳՈՒԹՅՈՒՆ ԵՎ ԴԱՏԱԿԱՆ ԳՈՐԾՈՒՆԵՈՒԹՅՈՒՆ",2020
3,1,0,0,Հասարակական կարգ եւ անվտանգություն,2020
3,1,1,0,Ոստիկանություն,2020
3,1,1,1,Հասարակական կարգի պահպանության ապահովում,2020
3,1,1,2,Պետավտոհամարանիշների ձեռքբերում,2020
3,1,1,3,ՀՀ կառավարությանն առընթեր ՀՀ ոստիկանության ստորոբաժանումների կողմից ՀՀ անունից պայմանագրային հիմունքներով պահպանության եւ անվտանգության գծով իրականացվող ծառայությունների մատուցում,2020
3,1,1,4,"ՀՀ պետական կառավարման մարմինների եւ կազմակերպությունների շենքերի եւ շինությունների, ինչպես նաեւ կարեւորագույն նշանակության օբյեկտների պահպանություն",2020
3,1,1,5,"ՀՀ ՊՆ, ՀՀ ԿԱ ԱԱԾ կրտսեր, միջին, ավագ եւ ՀՀ ոստիկանության միջին, ավագ, գլխավոր սպայական անձնակազմին` կենցաղային տեխնիկայի ձեռքբերմանն աջակցելու նպատակով տրամադրվող սպառողական վարկերի  տոկոսագումարները 2 կամ 3 տոկոսային կետով համաֆինանսավորման ծրագիր",2020
3,1,1,6,"Անձի անհատական տվյալների, քաղաքացիության եւ հաշվառման վերաբերյալ տեղեկությունների ստացման, տրամադրման եւ փոխանակման ծառայությունների մատուցում, ճամփորդական փաստաթղթերում կենսաչափական տեխնոլոգիաների ներդրում",2020
3,1,1,7,"Ոստիկանության ոլորտի քաղաքականության մշակում, կառավարում, կենտրոնացված միջոցառումների, մոնիտորինգի եւ վերահսկողության իրականացում",2020
3,1,1,8,Ճանապարհային երթեւեկության անվտանգության ապահովում եւ  ճանապարհատրանսպորտային պատահարների կանխարգելում,2020
3,1,1,9,Առողջապահական ծառայությունների տրամադրում,2020
3,1,1,10,ՀՀ ոստիկանության  աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,2020
3,1,1,11,Պետական պահպանության ծառայություններ մատուցող ՀՀ ոստիկանության ստորաբաժանումների կարիքի բավարարում,2020
3,1,1,12,ՀՀ ոստիկանության «Ճանապարհային ոստիկանություն» ծառայության կարիքի բավարարում,2020
3,1,1,13,ՀՀ ոստիկանության անձնագրային եւ վիզաների վարչության տեխնիկական կարիքի բավարարում,2020
3,1,1,14,Արտասահմանյան պաշտոնական գործուղումներ,2020
3,1,2,0,Ազգային անվտանգություն,2020
3,1,2,1,Պաշտպանության բնագավառի այլ ծախսեր,2020
3,1,2,2,Ազգային անվտանգության ապահովում,2020
3,1,2,3,Ազգային անվտանգության համակարգի տրանսպորտային սարքավորումների հագեցվածության բարելավում,2020
3,1,2,4,Ազգային անվտանգության համակարգի շենքային պայմանների բարելավում,2020
3,1,2,5,Ազգային անվտանգության համակարգի տեխնիկական հագեցվածության բարելավում,2020
3,1,2,6,Ազգային անվտանգության համակարգի կողմից ծառայությունների մատուցման ապահովման համար ոչ նյութական հիմնական միջոցների ձեռբերում,2020
3,1,2,7,ՀՀ կառավարական կապի անվտանգության ապահովում,2020
3,1,2,8,ՀՀ կառավարական կապի անվտանգության ապահովում,2020
3,1,2,9,ՀՀ կառավարական կապի անվտանգության ապահովում,2020
3,1,3,0,Պետական պահպանություն,2020
3,1,3,1,Պետական պահպանության ապահովում,2020
3,2,0,0,Փրկարար  ծառայություն,2020
3,2,1,0,Փրկարար ծառայություն,2020
3,2,1,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2020
3,2,1,2,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2020
3,2,1,3,Փրկարար ծառայության համակարգի ստորաբաժանումների պահպանում,2020
3,2,1,4,Պետական աջակցություն ռուս-հայկական հումանիտար արձագանքման կենտրոնին,2020
3,3,0,0,Դատական գործունեություն եւ իրավական պաշտպանություն,2020
3,3,1,0,Դատարաններ,2020
3,3,1,1,ՀՀ սահմանադրական դատարանի պահպանում,2020
3,3,1,2,Դատական ակտերի հարկադիր կատարումն ապահովող ծառայության պահպանում,2020
3,3,1,3,ՀՀ սահմանադրական դատարանի պահուստային ֆոնդ,2020
3,3,1,4,ՀՀ դատարանների պահպանում,2020
3,3,1,5,ՀՀ դատարանների կարողությունների զարգացում,2020
3,3,1,6,ՀՀ Վճռաբեկ դատարանի բնականոն գործունեության եւ ՀՀ Վճռաբեկ դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,7,ՀՀ վերաքննիչ քաղաքացիական դատարանի բնականոն գործունեության եւ ՀՀ Վերաքննիչ քաղաքացիական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,8,ՀՀ վերաքննիչ քրեական դատարանի բնականոն գործունեության եւ ՀՀ Վերաքննիչ քրեական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,9,ՀՀ վերաքննիչ վարչական դատարանի բնականոն գործունեության եւ ՀՀ Վերաքննիչ վարչական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,10,ՀՀ վարչական դատարանի բնականոն գործունեության եւ ՀՀ Վարչական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,11,Երեւան քաղաքի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ Երեւան քաղաքի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,12,ՀՀ Արագածոտնի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Արագածոտնի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,13,ՀՀ Արարատի եւ Վայոց ձորի մարզերի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Արարատի եւ Վայոց ձորի մարզերի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,14,ՀՀ Արմավիրի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Արմավիրի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,15,ՀՀ Գեղարքունիքի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Գեղարքունիքի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,16,ՀՀ Լոռու մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Լոռու մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,17,ՀՀ Կոտայքի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Կոտայքի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,18,ՀՀ Շիրակի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Շիրակի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,19,ՀՀ Սյունիքի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Սյունիքի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,20,ՀՀ Տավուշի մարզի ընդհանուր իրավասության դատարանի բնականոն գործունեության եւ ՀՀ Տավուշի մարզի ընդհանուր իրավասության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,21,ՀՀ Սնանկության դատարանի բնականոն գործունեության եւ ՀՀ Սնանկության դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,2020
3,3,1,22,Բարձրագույն դատական խորհրդի եւ ՀՀ դատարանների պահուստային ֆոնդի ձեւավորում եւ կառավարում,2020
3,3,1,23,Հարկադիր կատարման ծառայության տեխնիկական հագեցվածության բարելավում,2020
3,3,2,0,Իրավական պաշտպանություն,2020
3,3,2,1,ՀՀ մարդու իրավունքների պաշտպանի աշխատակազմի պահպանման ծախսեր,2020
3,3,2,2,Հանրային պաշտպանի գրասենյակի պահպանում,2020
3,3,2,3,ՀՀ մարդու իրավունքների պաշտպանի աշխատակազմի կարողությունների զարգացում,2020
3,3,2,4,Անվճարունակության գործերով կառավարիչներին իրենց մատուցած ծառայությունների դիմաց փոխհատուցում,2020
